IDX,name,ID,precursorMZ,collisionType,collisionEnergy,productIon,meanMZ,meanIntensity,RSDIntensity,relMeanIntensity,RSDRelMeanIntensity,relIntensity,sdRelIntensity
2068,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C6H6N4O,149.0456336,13531.03253,61.71848659,0.547278942,0.617184866,1,0.337772281
2069,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C6H7N5O,166.0721725,4247.7827,54.65024609,0.171806698,0.546502461,0.31392894,0.093892783
2070,N6-Ethyl-dA,BAL-UMN-001.mzML,164.0930023,CID,0,C12H17N5O3,280.1403025,2688.356873,51.77149303,0.284514492,0.51771493,0.824995471,0.1472974
2071,N6-Ethyl-dA,BAL-UMN-001.mzML,164.0930023,CID,0,C7H9N5,164.0931518,3258.632281,98.35837085,0.344867944,0.983583709,1,0.339206491
2072,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,10,C4H5N3,92.69640867,237.0264943,32.19423103,0.020340814,0.32194231,0.059005582,0.006548569
2073,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,10,C5H4N4,119.0349713,516.3442115,54.60584558,0.044310917,0.546058456,0.128539178,0.024196351
2074,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,10,C5H5N5,136.0617842,1567.113932,72.94567611,0.134484427,0.729456761,0.390118707,0.098100575
2075,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,10,C7H9N5,164.0930405,4017.018163,89.83229535,0.344726937,0.898322954,1,0.30967612
2076,N6-Ethyl-dA,BAL-UMN-001.mzML,164.0930023,CID,20,C5H5N5,136.0615827,1486.94131,104.4951534,0.308881175,1.044951534,0.644541838,0.322765858
2077,N6-Ethyl-dA,BAL-UMN-001.mzML,164.0930023,CID,20,C7H9N5,164.0928134,2306.974074,92.95275979,0.479225951,0.929527598,1,0.445453747
2078,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,40,C12H17N5O3,280.140755,2490.993958,115.7421953,0.369884865,1.157421953,1,0.428112863
2079,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,40,C4H5N3,92.69661233,191.6490593,100.2980989,0.028457751,1.002980989,0.076936782,0.028542583
2080,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,40,C5H4N4,119.0359467,1360.6698,69.15117746,0.202044314,0.691511775,0.546235689,0.139716022
2081,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,40,C5H5N5,136.061601,1245.499213,58.14489944,0.184942764,0.581448994,0.500000897,0.107534784
2082,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,40,C7H9N5,164.0930394,2104.907868,91.84243273,0.31255538,0.918424327,0.845007216,0.287058464
2083,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,60,C12H17N5O3,280.1405033,2750.818344,157.3128746,0.298542556,1.573128746,1,0.469645877
2084,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,60,C4H5N3,93.36846867,372.566106,62.47341632,0.04043409,0.624734163,0.13543828,0.025260558
2085,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,60,C5H5N5,136.0619197,1410.2506,75.29800285,0.153052571,0.752980029,0.512665841,0.115245529
2086,N6-Ethyl-dA,BAL-UMN-001.mzML,280.1404114,CID,60,C7H9N5,164.0930294,2607.17156,91.54872402,0.282952767,0.91548724,0.947780345,0.259039648
2087,N4-Ethyl-dC,BAL-UMN-003.mzML,140.0816956,CID,0,C11H17N3O4,256.1294231,3565.610338,58.57294452,0.269419008,0.585729445,0.617973459,0.157806646
2088,N4-Ethyl-dC,BAL-UMN-003.mzML,140.0816956,CID,0,C6H9N3O,140.081929,5769.843811,57.55544123,0.435971811,0.575554412,1,0.250925499
2089,N4-Ethyl-dC,BAL-UMN-003.mzML,140.0816956,CID,10,C4H5N3O,112.0508072,387.3726682,52.264205,0.018691214,0.52264205,0.048629544,0.009768814
2090,N4-Ethyl-dC,BAL-UMN-003.mzML,140.0816956,CID,10,C6H9N3O,140.0818569,7965.788565,66.0138567,0.384359222,0.660138567,1,0.253730346
2091,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,20,C3H8N2,69.04500225,745.2357255,49.41896706,0.034997974,0.494189671,0.110107256,0.017295637
2092,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,20,C4H4N2O,95.02420543,691.195925,50.03641772,0.032460142,0.500364177,0.102122972,0.016241892
2093,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,20,C4H5N3O,112.0508267,1118.874173,60.80679577,0.052544891,0.608067958,0.165311674,0.031950864
2094,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,20,C6H9N3O,140.0817873,6768.270771,93.52257683,0.317853478,0.935225768,1,0.297264763
2095,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C3H5N,52.01849167,262.326416,11.89243203,0.054341915,0.11892432,0.097643108,0.006462575
2096,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C3H5NO,68.01335025,217.8628255,72.71180299,0.045131113,0.72711803,0.081092875,0.032815646
2097,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C3H6N2,67.0294305,254.8989163,58.22436322,0.052803281,0.582243632,0.094878445,0.030744374
2098,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C3H8N2,69.04503829,888.6621241,87.63410442,0.184089741,0.876341044,0.330777711,0.161325396
2099,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C4H4N2O,95.02397878,1281.099691,61.88098663,0.265384677,0.618809866,0.476850776,0.164222656
2100,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C4H5N3O,112.0508563,2686.584054,51.96960692,0.556536111,0.519696069,1,0.28922963
2101,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C6H13N3,122.0714987,346.8595864,56.08277555,0.071853283,0.560827756,0.129108034,0.040297316
2102,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,40,C6H9N3O,140.0821484,2406.810805,58.67752242,0.498580018,0.586775224,0.895862834,0.292554402
2103,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,60,C3H5NO,68.013521,328.546054,53.2749428,0.12110275,0.532749428,0.222202405,0.064517421
2104,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,60,C3H6N2,67.02939514,409.3235796,90.52300654,0.150877512,0.905230065,0.276833895,0.13657886
2105,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,60,C3H8N2,69.04496814,624.919948,48.70550805,0.230346775,0.48705508,0.422646121,0.112191567
2106,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,60,C4H4N2O,95.02446933,1478.589101,50.88489506,0.545010977,0.508848951,1,0.277328264
2107,N4-Ethyl-dC,BAL-UMN-003.mzML,256.1292114,CID,60,C4H5N3O,112.0505508,432.6501526,44.88672473,0.159475734,0.448867247,0.292610132,0.071583434
2108,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,CID,0,C10H15N3O4,242.1136046,6859224.059,76.7528442,0.577550194,0.767528442,1,0.443286201
2109,5-OHMe-Cyto,AND-UPX-004.mzML,242.1135254,CID,10,C10H15N3O4,242.1135913,7287453.667,5.285827207,0.951920824,0.052858272,1,0.05031689
2110,5-OHMe-Cyto,AND-UPX-004.mzML,242.1135254,CID,10,C5H11N3O3,159.0652923,9565.766439,35.16616431,0.001249525,0.351661643,0.001312635,0.00043941
2111,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134033,CID,20,C5H11N3O3,159.0652667,12490.37256,76.27982795,0.55091437,0.76279828,1,0.420236534
2112,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134644,CID,30,C5H11N3O3,159.065318,13858.45801,86.44397877,0.503144257,0.864439788,1,0.434937915
2113,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,CID,40,C5H11N3O3,159.0653333,18157.77799,65.14832516,0.001051166,0.651483252,0.001368686,0.000684817
2114,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,CID,40,C5H7N3O,126.0662053,13266573.67,33.96482756,0.768010869,0.339648276,1,0.260853567
2115,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134338,HCD,0,C10H15N3O4,242.1135574,8431977.05,29.41897207,0.716374795,0.294189721,1,0.210750101
2116,5-OHMe-Cyto,AND-UPX-004.mzML,242.1135559,HCD,10,C5H11N3O3,159.0653077,14062.27702,11.11004242,0.000803353,0.111100424,0.001026924,8.93E-05
2117,5-OHMe-Cyto,AND-UPX-004.mzML,242.1135559,HCD,10,C5H7N3O,126.0662537,13693590.17,44.57863611,0.782290153,0.445786361,1,0.348734281
2118,5-OHMe-Cyto,AND-UPX-004.mzML,242.1135101,HCD,20,C10H15N3O4,242.113683,424232.75,33.37995783,0.021355836,0.333799578,0.026545107,0.007128569
2119,5-OHMe-Cyto,AND-UPX-004.mzML,242.1135101,HCD,20,C5H7N3O,126.066232,15981579.75,31.56674233,0.804511208,0.315667423,1,0.25395798
2120,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,HCD,30,C5H11N3O3,159.0653078,19769.56689,21.83690377,0.001030445,0.218369038,0.001487664,0.000225017
2121,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,HCD,30,C5H7N3O,126.0662217,13288999.42,40.55554578,0.692659499,0.405555458,1,0.28091184
2122,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134644,HCD,40,C4H10,56.062096,5443.108399,83.40677333,0.000296385,0.834067733,0.000389234,0.000247205
2123,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134644,HCD,40,C5H7N3O,126.0662333,13984160.83,30.71978682,0.761456667,0.307197868,1,0.233917865
2124,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,HCD,50,C5H7N3O,126.0662324,10285811.6,29.0093532,0.774284404,0.290093532,1,0.224614898
2125,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134949,HCD,50,C7H10N2O3,169.0603483,4539.603841,73.30633568,0.000341727,0.733063357,0.000441346,0.000250508
2126,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134644,HCD,60,C7H10N2O3,169.0603483,3824.38916,93.44431643,0.481132131,0.934443164,1,0.449590631
2127,5-OHMe-Cyto,AND-UPX-004.mzML,242.1134644,HCD,80,C6H12N2,105.0447057,4272.080811,84.79437531,0.510013684,0.847943753,1,0.432462917
2128,7-Me-Gua,AND-UPX-006.mzML,166.0723724,CID,0,C6H7N5O,166.0724233,170221996,54.14561373,0.709837449,0.541456137,1,0.384345843
2129,7-Me-Gua,AND-UPX-006.mzML,166.0723724,CID,20,C6H7N5O,166.0724768,26563911.63,131.5678405,0.30505352,1.315678405,1,0.401352328
2130,7-Me-Gua,AND-UPX-006.mzML,166.0722809,CID,30,C6H7N5O,166.0725023,1824580.563,28.19924334,0.779346692,0.281992433,1,0.21976987
2131,7-Me-Gua,AND-UPX-006.mzML,166.0722809,CID,40,C6H7N5O,166.0725058,6210999.75,181.8267682,0.268357297,1.818267682,1,0.4879454
2132,7-Me-Gua,AND-UPX-006.mzML,166.0722809,CID,50,C6H7N5O,166.072487,211772.3574,133.8106425,0.332642142,1.338106425,1,0.445110587
2133,7-Me-Gua,AND-UPX-006.mzML,166.0723419,HCD,0,C6H7N5O,166.0723802,112632610.3,86.56547933,0.474148595,0.865654793,1,0.410449004
2134,7-Me-Gua,AND-UPX-006.mzML,166.0722656,HCD,10,C6H7N5O,166.0724152,39879744.9,197.9328077,0.2202632,1.979328077,1,0.435973136
2135,7-Me-Gua,AND-UPX-006.mzML,166.0722809,HCD,20,C6H7N5O,166.072439,34262726.89,157.6151704,0.19894527,1.576151704,1,0.313567927
2136,7-Me-Gua,AND-UPX-006.mzML,166.0723724,HCD,30,C6H7N5O,166.0724755,2896466.27,149.1055773,0.215794016,1.491055773,1,0.321760914
2137,7-Me-Gua,AND-UPX-006.mzML,166.0723724,HCD,40,C6H7N5O,166.072487,1284399.563,129.5374443,0.34037812,1.295374443,1,0.440917118
2138,7-Me-Gua,AND-UPX-006.mzML,166.0723724,HCD,50,C6H7N5O,166.0725033,982004.0915,162.2119309,0.244871519,1.622119309,1,0.39721082
2139,7-Me-Gua,AND-UPX-006.mzML,166.0723724,HCD,70,C6H7N5O,166.0723773,61997.84766,18.00481731,0.839369543,0.180048173,1,0.151126953
2140,7-Me-Gua,AND-UPX-006.mzML,166.0722961,HCD,90,C6H10N5O,164.0576133,4280.06482,39.66118641,0.636728375,0.396611864,1,0.252534028
2141,O-Me-Gua,AND-UPX-008.mzML,166.0723114,CID,0,C6H7N5O,166.072398,83897731.75,90.36028411,0.556259703,0.903602841,1,0.502637848
2142,O-Me-Gua,AND-UPX-008.mzML,166.0722351,CID,10,C6H7N5O,166.0724133,28243550.46,159.2989041,0.352231149,1.592989041,1,0.561100361
2143,O-Me-Gua,AND-UPX-008.mzML,166.0722351,CID,20,C6H7N5O,166.0723777,2683532.25,81.0171284,0.38847809,0.810171284,1,0.314733793
2144,O-Me-Gua,AND-UPX-008.mzML,166.0722351,CID,30,C6H7N5O,166.0723953,8706750.677,187.2705223,0.208205614,1.872705223,1,0.38990774
2145,O-Me-Gua,AND-UPX-008.mzML,166.0723877,CID,40,C6H7N5O,166.0725098,276869.043,63.86642215,0.528630515,0.638664222,1,0.337617397
2146,O-Me-Gua,AND-UPX-008.mzML,166.0723114,CID,50,C6H7N5O,166.0725443,56198.92773,113.377557,0.371384794,1.13377557,1,0.421067007
2147,O-Me-Gua,AND-UPX-008.mzML,166.0722504,HCD,0,C6H7N5O,166.0723744,110689555.4,22.06466199,0.710571582,0.22064662,1,0.156785218
2148,O-Me-Gua,AND-UPX-008.mzML,166.0723267,HCD,10,C6H7N5O,166.0723741,63859284.53,97.03587946,0.415069059,0.970358795,1,0.402765912
2149,O-Me-Gua,AND-UPX-008.mzML,166.0723267,HCD,20,C6H7N5O,166.0723947,17841326.97,189.6505846,0.160195354,1.896505846,1,0.303811426
2150,O-Me-Gua,AND-UPX-008.mzML,166.0723877,HCD,30,C6H7N5O,166.0724182,1926790.764,140.9731351,0.213602463,1.409731351,1,0.301122089
2151,O-Me-Gua,AND-UPX-008.mzML,166.0722351,HCD,40,C6H7N5O,166.0725098,1728065.399,204.9751746,0.145427672,2.049751746,1,0.298090624
2152,O-Me-Gua,AND-UPX-008.mzML,166.0723114,HCD,50,C6H7N5O,166.0725175,142179.0049,125.9973915,0.301027243,1.259973915,1,0.379286474
2153,O-Me-Gua,AND-UPX-008.mzML,166.0722351,HCD,80,C6H10N5O,164.0575953,6272.149379,95.61762484,0.331602644,0.956176248,1,0.317070572
2154,O-Me-Gua,AND-UPX-008.mzML,166.0723267,HCD,90,C6H10N5O,164.057608,8898.573804,100.9423573,0.373617114,1.009423573,1,0.377137922
2155,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,CID,0,C11H16N5O5,298.1146305,26768791.84,90.56901687,0.414525554,0.905690169,1,0.375431719
2156,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,CID,10,C11H16N5O5,298.1146358,22972091.36,93.94077333,0.448821841,0.939407733,1,0.421626708
2157,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,CID,40,C6H8N5O,166.0724274,37831151.51,61.68433583,0.623945592,0.616843358,1,0.384876695
2158,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,CID,50,C6H8N5O,166.0723988,27754423.26,70.63979274,0.573102735,0.706397927,1,0.404838584
2159,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,CID,70,C6H7N4O2,167.0565032,12252640.5,34.35520941,0.755644325,0.343552094,1,0.25960319
2160,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,CID,70,C6H8N5O,166.0724755,411754.2754,112.0512948,0.025393692,1.120512948,0.03360535,0.028453961
2161,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,HCD,10,C11H16N5O5,298.1147372,11170877.98,59.36359959,0.233030574,0.593635996,0.394723933,0.138335337
2162,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,HCD,10,C6H8N5O,166.0724195,28300483.03,66.43534995,0.590363427,0.664353499,1,0.392210009
2163,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,20,C11H16N5O5,298.1146953,2886511.803,86.67991151,0.044723296,0.866799115,0.10299756,0.038766113
2164,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,20,C6H8N5O,166.0723998,28025050.41,95.50047572,0.434217041,0.955004757,1,0.41467934
2165,5-OHMe-Ur,AND-UPX-010.mzML,298.1147156,HCD,30,C6H8N5O,166.0724277,29426400.01,83.33271141,0.44736621,0.833327114,1,0.372802392
2166,5-OHMe-Ur,AND-UPX-010.mzML,298.1145325,HCD,40,C6H8N5O,166.0724014,30894814.11,61.35301933,0.575856286,0.613530193,1,0.353305218
2167,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,50,C6H8N5O,166.072447,26025598.13,62.4696546,0.601403083,0.624696546,1,0.375694429
2168,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,60,C6H8N5O,166.0724946,9938746.075,104.9627642,0.442685292,1.049627642,1,0.464654719
2169,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,80,C6H8N5O,166.0724755,80027.6084,72.23300621,0.490202391,0.722330062,1,0.354087924
2170,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,90,C3H7N3,80.0243245,1876.031632,40.81020116,0.014478028,0.408102012,0.056708798,0.005908512
2171,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,90,C6H8N5O,166.0725047,33081.84416,144.4888009,0.25530479,1.444888009,1,0.368886829
2172,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,100,C3H7N3,80.02432517,4653.119853,90.34729236,0.398505363,0.903472924,1,0.360038805
2173,5-OHMe-Ur,AND-UPX-010.mzML,298.114563,HCD,100,C6H8N5O,166.0725434,2811.22185,76.13293497,0.240760397,0.76132935,0.604158487,0.183297957
2174,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,CID,0,C10H13N5O3S,284.0813074,1590107.675,51.94877178,0.682329872,0.519487718,1,0.354461988
2175,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,CID,0,C5H5N5S,168.0339153,768540.2917,22.37809819,0.329787729,0.223780982,0.483325943,0.073800222
2176,7-Deaza-dX,DED-MIT-010.mzML,284.0810547,CID,10,C10H13N5O3S,284.0811868,1396983.354,15.17584734,0.856454482,0.151758473,1,0.129974225
2177,7-Deaza-dX,DED-MIT-010.mzML,284.0811768,CID,20,C5H5N5S,168.0338636,2432192.554,33.9680897,0.713084506,0.339680897,1,0.242221184
2178,7-Deaza-dX,DED-MIT-010.mzML,284.0811768,CID,30,C5H5N5S,168.033844,2159960.357,18.45199936,0.804352954,0.184519994,1,0.148419202
2179,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,CID,50,C4H10,57.06990333,10394.13053,4.234454482,0.006511372,0.042344545,0.007458232,0.000275721
2180,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,CID,50,C5H5N5S,168.033905,1393645.344,12.83202376,0.873045006,0.128320238,1,0.112029343
2181,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,CID,90,C10H13N5OS,252.09343,923.1607463,73.91149669,0.552103312,0.739114967,1,0.408067821
2182,7-Deaza-dX,DED-MIT-010.mzML,284.0811768,HCD,0,C10H13N5O3S,284.081202,1214815.468,50.53838194,0.704530066,0.505383819,1,0.356058095
2183,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,HCD,10,C5H5N5S,168.0338526,2230525.715,38.69167091,0.664054901,0.386916709,1,0.256933937
2184,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,HCD,20,C10H13N5O3S,284.0816548,13837.64071,50.30044667,0.005002397,0.503004467,0.006185876,0.002516228
2185,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,HCD,20,C5H5N5S,168.0337983,2236973.333,21.78729667,0.808680398,0.217872967,1,0.176189597
2186,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,HCD,30,C5H5N5S,168.0338898,2648613.65,8.34112021,0.928902435,0.083411202,1,0.077480869
2187,7-Deaza-dX,DED-MIT-010.mzML,284.0810547,HCD,40,C5H5N5S,168.0338351,1992889.411,21.99666832,0.798642277,0.219966683,1,0.175674693
2188,7-Deaza-dX,DED-MIT-010.mzML,284.0811157,HCD,50,C10H13N5O2S,268.0883483,858.3154907,40.12411941,0.000359028,0.401241194,0.000554934,0.000144057
2189,7-Deaza-dX,DED-MIT-010.mzML,284.0811157,HCD,50,C5H5N5S,168.0338726,1546698.794,47.68330228,0.646974224,0.476833023,1,0.308498675
2190,7-Deaza-dX,DED-MIT-010.mzML,284.0811157,HCD,60,C5H4N4S,151.0073165,693694.2266,25.40981117,0.753914464,0.254098112,1,0.191568242
2191,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,HCD,70,C8H11N5OS,226.0778043,2048.704916,110.9719183,0.439194048,1.109719183,1,0.48738206
2192,7-Deaza-dX,DED-MIT-010.mzML,284.0811462,HCD,100,C8H11N5OS,226.077694,2972.748657,59.25062781,0.548505976,0.592506278,1,0.324993234
2193,5-F-dC      ,DED-MIT-011.mzML,268.092804,CID,0,C11H13N3O5,268.0927287,9245593.154,66.13080996,0.503557363,0.6613081,1,0.333006562
2194,5-F-dC      ,DED-MIT-011.mzML,268.092804,CID,30,C6H5N3O2,152.0454311,5990915.469,90.09445272,0.437059002,0.900944527,1,0.393765916
2195,5-F-dC      ,DED-MIT-011.mzML,268.0928955,CID,40,C6H5N3O2,152.045481,5837464.25,56.07112343,0.58642875,0.560711234,1,0.328817188
2196,5-F-dC      ,DED-MIT-011.mzML,268.092804,HCD,0,C11H13N3O5,268.0928155,11054362.21,66.16100329,0.497995973,0.661610033,1,0.329479132
2197,5-F-dC      ,DED-MIT-011.mzML,268.092804,HCD,10,C11H13N3O5,268.0928459,9007786.948,63.72506887,0.48903011,0.637250689,1,0.311634775
2198,5-F-dC      ,DED-MIT-011.mzML,268.092804,HCD,20,C11H13N3O5,268.0928154,3345755.344,66.73544331,0.231437289,0.667354433,0.46771596,0.154450701
2199,5-F-dC      ,DED-MIT-011.mzML,268.092804,HCD,20,C6H5N3O2,152.0454519,7153391.438,64.88174713,0.494824442,0.648817471,1,0.321050743
2200,5-F-dC      ,DED-MIT-011.mzML,268.092804,HCD,30,C6H5N3O2,152.0454711,7035931.955,70.41042112,0.490216304,0.704104211,1,0.345163364
2201,5-F-dC      ,DED-MIT-011.mzML,268.0928955,HCD,40,C6H5N3O2,152.0454311,6833515.328,76.68701294,0.460322854,0.766870129,1,0.353007847
2202,5-F-dC      ,DED-MIT-011.mzML,268.092804,HCD,50,C6H5N3O2,152.045442,6854977.489,65.55814092,0.519314509,0.655581409,1,0.340452938
2203,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192688,CID,0,C19H24N6O4,401.1927644,5135972.155,96.53595884,0.397412207,0.965359588,1,0.383645685
2204,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192688,CID,10,C14H16N6O,285.1457518,1742458.766,38.73675884,0.143994313,0.387367588,0.295031284,0.05577873
2205,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192688,CID,10,C19H24N6O4,401.1927706,5906013.57,77.36038797,0.488064557,0.77360388,1,0.377568635
2206,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192688,CID,20,C14H16N6O,285.1456705,5305706.219,71.02180504,0.565101307,0.71021805,1,0.401345148
2207,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192688,CID,20,C19H24N6O4,401.19286,2566314.092,107.9575943,0.273333537,1.079575943,0.483689444,0.295084311
2208,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929626,CID,30,C14H16N6O,285.145663,4918533.607,80.11064619,0.428518946,0.801106462,1,0.343289297
2209,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929626,CID,30,C5H5N5,136.0617677,1702195,6.996047591,0.148300869,0.069960476,0.346077741,0.010375199
2210,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929626,CID,30,C9H13NO,150.0913198,1158301.641,30.83227282,0.100915077,0.308322728,0.235497352,0.031114412
2211,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1928406,CID,40,C14H16N6O,285.1457405,4607612.461,82.47951013,0.457480652,0.824795101,1,0.377327801
2212,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1928406,CID,40,C5H5N5,136.0617603,3997762.5,31.92270735,0.396929866,0.319227074,0.867642957,0.126710759
2213,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1928406,CID,40,C9H13NO,150.091339,2098916.5,30.45131341,0.208397233,0.304513134,0.455532343,0.063459695
2214,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1930237,CID,50,C14H16N6O,285.145634,6225094.126,75.35461053,0.560958873,0.753546105,1,0.422708374
2215,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1930237,CID,50,C5H5N5,136.061783,3361743.594,61.71259906,0.302935162,0.617125991,0.540030966,0.186949162
2216,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1930237,CID,50,C9H13NO,150.0913655,1288525.375,60.9038866,0.116112259,0.609038866,0.206988898,0.070716879
2217,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1928406,CID,60,C5H5N5,136.0617255,2761654.219,44.12056643,0.641999714,0.441205664,1,0.28325391
2218,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192627,CID,70,C5H5N5,136.0617432,2128272.4,37.83032593,0.759086819,0.378303259,1,0.287165018
2219,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192627,CID,70,C9H13NO,150.0913287,387112.2083,47.88316246,0.138070566,0.478831625,0.181890348,0.066112553
2220,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1925354,CID,90,C8H11N,117.5611535,560677.7969,35.63306417,0.798745131,0.356330642,1,0.284617365
2221,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.192688,HCD,0,C19H24N6O4,401.1927983,6314709.842,74.8428782,0.502176184,0.748428782,1,0.37584311
2222,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929016,HCD,10,C14H16N6O,285.1457587,1143285.533,65.93745892,0.099190238,0.659374589,0.185837834,0.065403523
2223,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929016,HCD,10,C19H24N6O4,401.1928087,6152060.134,69.08189033,0.533746202,0.690818903,1,0.368721966
2224,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929626,HCD,20,C14H16N6O,285.1457275,5477136.68,69.2461785,0.536277234,0.692461785,1,0.371351491
2225,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929626,HCD,20,C19H24N6O4,401.1929286,3281328.718,73.89049791,0.321281354,0.738904979,0.599095642,0.237396392
2226,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929016,HCD,30,C14H16N6O,285.1456746,5672413.638,59.55438086,0.572176731,0.595543809,1,0.34075631
2227,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929016,HCD,30,C5H5N5,136.0617675,1733014.333,41.35934511,0.174809268,0.413593451,0.305516213,0.072299968
2228,N6-Py-THF-dAdo,HEC-UMN-031.mzML,401.1929016,HCD,30,C9H13NO,150.091337,1296991.509,38.97416609,0.130827618,0.389741661,0.228648965,0.050988973
